,PDB_IDs
3773,4u6c
3774,4u6w
3775,4u6z
3776,4u70
3777,4u71
3778,4u73
3779,4uc5
3780,4ucc
3781,4ufh
3782,4ufi
3783,4ufj
3784,4ufk
3785,4ufl
3786,4ufm
3787,4uin
3788,4uj1
3789,4uj2
3790,4uja
3791,4ujb
3792,4uma
3793,4umb
3794,4umc
3795,4und
3796,4unp
3797,4ury
3798,4urz
3799,4w52
3800,4wa9
3801,4wkb
3802,4wkn
3803,4wko
3804,4wkp
3805,4wn5
3806,4wop
3807,4wov
3808,4wrb
3809,4x24
3810,4x3k
3811,4x48
3812,4x50
3813,4x5p
3814,4x5q
3815,4x5r
3816,4x5y
3817,4x5z
3818,4x6m
3819,4x6n
3820,4x6o
3821,4x8o
3822,4x8u
3823,4x8v
3824,4xaq
3825,4xar
3826,4xas
3827,4xip
3828,4xiq
3829,4xir
3830,4xit
3831,4xk9
3832,4xmb
3833,4xmr
3834,4xo8
3835,4xoc
3836,4xoe
3837,4xt2
3838,4xtv
3839,4xtw
3840,4xtx
3841,4xty
3842,4xtz
3843,4xu0
3844,4xu1
3845,4xu2
3846,4xu3
3847,4xxh
3848,4xy8
3849,4xya
3850,4y0a
3851,4y2q
3852,4y3j
3853,4y3y
3854,4y4j
3855,4y59
3856,4y5d
3857,4y79
3858,4y8x
3859,4ybk
3860,4yc0
3861,4yes
3862,4ygf
3863,4yha
3864,4yhm
3865,4yho
3866,4yk0
3867,4ykj
3868,4ykk
3869,4ymb
3870,4ymg
3871,4ymh
3872,4yml
3873,4ymq
3874,4ymx
3875,4ynb
3876,4ynl
3877,4yo8
3878,4yrd
3879,4ysl
3880,4ytc
3881,4yth
3882,4yx4
3883,4yxi
3884,4yyt
3885,4yzu
3886,4z07
3887,4z0k
3888,4z0q
3889,4z1e
3890,4z1j
3891,4z1k
3892,4z2b
3893,4z83
3894,4z84
3895,4z93
3896,4zae
3897,4zb6
3898,4zb8
3899,4zba
3900,4zbf
3901,4zbi
3902,4zeb
3903,4zec
3904,4zei
3905,4zek
3906,4zgk
3907,4zip
3908,4zji
3909,4zl4
3910,4zls
3911,4zme
3912,4zo5
3913,4zow
3914,4zt8
3915,4zv1
3916,4zv2
3917,4zvi
3918,4zw5
3919,4zw6
3920,4zw7
3921,4zw8
3922,4zwx
3923,4zwz
3924,4zx0
3925,4zx1
3926,4zx3
3927,4zx4
3928,4zyf
3929,4zzd
3930,4zzx
3931,4zzy
3932,4zzz
3933,5a2i
3934,5a5q
3935,5a6k
3936,5a6x
3937,5a7b
3938,5a7y
3939,5a81
3940,5aan
3941,5aba
3942,5acy
3943,5ad1
3944,5afv
3945,5ahw
3946,5alb
3947,5am6
3948,5am7
3949,5amd
3950,5amg
3951,5aml
3952,5ant
3953,5anu
3954,5anv
3955,5aoi
3956,5aoj
3957,5aol
3958,5aqz
3959,5aut
3960,5ave
3961,5avf
3962,5ayt
3963,5azf
3964,5b25
3965,5b2d
3966,5b5f
3967,5b5g
3968,5boj
3969,5bry
3970,5bs4
3971,5btv
3972,5btx
3973,5bv3
3974,5bw4
3975,5bwc
3976,5byi
3977,5c1m
3978,5c1w
3979,5c28
3980,5c2a
3981,5c2h
3982,5c2o
3983,5c3p
3984,5c5t
3985,5c8n
3986,5cap
3987,5caq
3988,5cas
3989,5cau
3990,5cbm
3991,5cbr
3992,5cbs
3993,5cc2
3994,5cep
3995,5ceq
3996,5cj6
3997,5cjf
3998,5cks
3999,5cp5
4000,5cp9
4001,5cqt
4002,5cqu
4003,5cs3
4004,5cs6
4005,5cso
4006,5csp
4007,5cst
4008,5ct2
4009,5cu4
4010,5cxa
4011,5cy9
4012,5czm
4013,5d0c
4014,5d0r
4015,5d1r
4016,5d21
4017,5d24
4018,5d25
4019,5d26
4020,5d2r
4021,5d3c
4022,5d3h
4023,5d3j
4024,5d3l
4025,5d3n
4026,5d3p
4027,5d3t
4028,5d3x
4029,5d45
4030,5d47
4031,5d48
4032,5d6j
4033,5dbm
4034,5dex
4035,5dey
4036,5dfp
4037,5dgu
4038,5dgw
4039,5dh4
4040,5dh5
4041,5dhu
4042,5dit
4043,5dkn
4044,5dlx
4045,5dnu
4046,5dpx
4047,5dq8
4048,5dqc
4049,5dqe
4050,5dqf
4051,5drr
4052,5dus
4053,5duw
4054,5dw2
4055,5dwr
4056,5dx4
4057,5dxt
4058,5dyo
4059,5e13
4060,5e1s
4061,5e28
4062,5e2k
4063,5e2l
4064,5e2o
4065,5e2p
4066,5e2r
4067,5e2s
4068,5e3a
4069,5e6o
4070,5e73
4071,5e74
4072,5e7n
4073,5e89
4074,5e8f
4075,5ect
4076,5edb
4077,5edc
4078,5edd
4079,5edl
4080,5eei
4081,5eek
4082,5een
4083,5ef7
4084,5efa
4085,5efc
4086,5efh
4087,5efj
4088,5egm
4089,5egu
4090,5eh5
4091,5eh7
4092,5eh8
4093,5ehq
4094,5ehr
4095,5ehv
4096,5ehw
4097,5ei3
4098,5eis
4099,5ekm
4100,5el9
4101,5elw
4102,5en3
4103,5epl
4104,5epn
4105,5eq1
4106,5eqe
4107,5eqp
4108,5eqy
4109,5er4
4110,5etb
4111,5etj
4112,5eu1
4113,5ev8
4114,5evb
4115,5evd
4116,5evk
4117,5evz
4118,5ew0
4119,5ewa
4120,5ewk
4121,5ewy
4122,5exl
4123,5exm
4124,5exn
4125,5exw
4126,5ey0
4127,5ey4
4128,5eyr
4129,5f08
4130,5f0f
4131,5f1h
4132,5f1r
4133,5f1v
4134,5f1x
4135,5f25
4136,5f2p
4137,5f2r
4138,5f2u
4139,5f5z
4140,5f60
4141,5f61
4142,5f62
4143,5f63
4144,5f74
4145,5f8y
4146,5f9b
4147,5fbi
4148,5fck
4149,5fcz
4150,5fdc
4151,5fdi
4152,5fe6
4153,5fe7
4154,5fe9
4155,5fh7
4156,5fh8
4157,5fhm
4158,5fhn
4159,5fho
4160,5fl4
4161,5fl5
4162,5fl6
4163,5flo
4164,5flq
4165,5fls
4166,5flt
4167,5fng
4168,5fnr
4169,5fns
4170,5fnt
4171,5fnu
4172,5fog
4173,5fol
4174,5fot
4175,5fou
4176,5fov
4177,5fox
4178,5fpk
4179,5fs5
4180,5fsn
4181,5fso
4182,5fsx
4183,5fsy
4184,5ftg
4185,5fto
4186,5fut
4187,5fwr
4188,5fyx
4189,5g17
4190,5g1a
4191,5g1z
4192,5g2g
4193,5g45
4194,5g46
4195,5g4m
4196,5g4n
4197,5g4o
4198,5g5f
4199,5g5z
4200,5g60
4201,5g61
4202,5gj9
4203,5gja
4204,5gmh
4205,5gmn
4206,5gof
4207,5gs9
4208,5gsa
4209,5h1t
4210,5h1u
4211,5h1v
4212,5h5f
4213,5h8e
4214,5h8g
4215,5h9r
4216,5ha1
4217,5hbn
4218,5hbs
4219,5hct
4220,5hcv
4221,5hcy
4222,5hi7
4223,5his
4224,5hjq
4225,5hrv
4226,5hrw
4227,5hrx
4228,5htl
4229,5htz
4230,5hu9
4231,5hva
4232,5hvs
4233,5hvt
4234,5hwu
4235,5hwv
4236,5hz5
4237,5hz6
4238,5hz8
4239,5hz9
4240,5i1q
4241,5i29
4242,5i2e
4243,5i2f
4244,5i3a
4245,5i3v
4246,5i3w
4247,5i3x
4248,5i3y
4249,5i7x
4250,5i7y
4251,5i80
4252,5i88
4253,5i8g
4254,5i9x
4255,5i9y
4256,5i9z
4257,5ia0
4258,5ia1
4259,5ia2
4260,5ia3
4261,5ia4
4262,5ia5
4263,5ie1
4264,5igm
4265,5ih9
4266,5ihh
4267,5ii2
4268,5ikb
4269,5ime
4270,5ioz
4271,5ipc
4272,5ipj
4273,5irr
4274,5isz
4275,5ito
4276,5itp
4277,5ivc
4278,5ive
4279,5ivv
4280,5ivy
4281,5iwg
4282,5ix0
4283,5izf
4284,5izj
4285,5j0d
4286,5j1r
4287,5j3l
4288,5j41
4289,5j6a
4290,5j7q
4291,5j7w
4292,5j8z
4293,5jfp
4294,5jfu
4295,5jg1
4296,5jhb
4297,5ji8
4298,5jop
4299,5jox
4300,5jq5
4301,5js3
4302,5jsg
4303,5jsj
4304,5jsq
4305,5jss
4306,5jt9
4307,5jvi
4308,5jxn
4309,5jxq
4310,5jy3
4311,5jzi
4312,5k03
4313,5k0h
4314,5k1d
4315,5k1f
4316,5k8s
4317,5k9w
4318,5ka1
4319,5ka7
4320,5ka9
4321,5kab
4322,5kad
4323,5kat
4324,5kax
4325,5kbe
4326,5kby
4327,5kcb
4328,5kej
4329,5khm
4330,5kly
4331,5km9
4332,5kma
4333,5ko1
4334,5kqx
4335,5kqy
4336,5kr0
4337,5kr1
4338,5kr2
4339,5kva
4340,5kz0
4341,5l2s
4342,5l30
4343,5l3a
4344,5l4i
4345,5l4j
4346,5l4m
4347,5l7e
4348,5l7g
4349,5l7h
4350,5l8a
4351,5l9g
4352,5l9i
4353,5l9l
4354,5l9o
4355,5ld8
4356,5ldm
4357,5ldp
4358,5lif
4359,5ljq
4360,5ljt
4361,5lli
4362,5lne
4363,5lom
4364,5lsg
4365,5lsh
4366,5lso
4367,5lud
4368,5lvd
4369,5lvl
4370,5lvq
4371,5lvr
4372,5lwd
4373,5lwm
4374,5lyn
4375,5lyr
4376,5lz4
4377,5lz5
4378,5lz7
4379,5m04
4380,5m17
4381,5m23
4382,5m25
4383,5m28
4384,5m4q
4385,5m5d
4386,5m77
4387,5m7s
4388,5m7u
4389,5m9w
4390,5ma7
4391,5meh
4392,5mek
4393,5mes
4394,5mg2
4395,5mge
4396,5mgf
4397,5mgj
4398,5mgk
4399,5mjn
4400,5mks
4401,5mn1
4402,5mnr
4403,5mo8
4404,5mod
4405,5mpz
4406,5mqe
4407,5mrb
4408,5mrm
4409,5mro
4410,5mrp
4411,5mxf
4412,5my8
4413,5mz8
4414,5n0d
4415,5n0e
4416,5n0f
4417,5n17
4418,5n18
4419,5n1r
4420,5n1s
4421,5n1z
4422,5n24
4423,5n25
4424,5n2t
4425,5n2z
4426,5n31
4427,5n34
4428,5n3v
4429,5n3y
4430,5n6s
4431,5n84
4432,5n93
4433,5n99
4434,5n9r
4435,5nbw
4436,5ndf
4437,5ne5
4438,5nea
4439,5neb
4440,5nee
4441,5ngz
4442,5nih
4443,5njz
4444,5nk2
4445,5nk3
4446,5nk4
4447,5nk6
4448,5nk7
4449,5nk8
4450,5nk9
4451,5nka
4452,5nkb
4453,5nkc
4454,5nkd
4455,5nkg
4456,5nkh
4457,5nki
4458,5nn5
4459,5nn6
4460,5nvv
4461,5nvw
4462,5nvx
4463,5nw0
4464,5nw1
4465,5nw2
4466,5nwi
4467,5o07
4468,5o2d
4469,5o4f
4470,5o58
4471,5oei
4472,5oku
4473,5oot
4474,5op4
4475,5op5
4476,5oq8
4477,5org
4478,5orv
4479,5orw
4480,5os2
4481,5os4
4482,5os5
4483,5ose
4484,5ot8
4485,5ot9
4486,5ota
4487,5otc
4488,5ouh
4489,5ovr
4490,5ovx
4491,5sxm
4492,5sym
4493,5sz0
4494,5sz1
4495,5sz2
4496,5sz3
4497,5sz4
4498,5sz5
4499,5sz6
4500,5sz7
4501,5t19
4502,5t7s
4503,5t8o
4504,5t8p
4505,5t9u
4506,5t9w
4507,5t9z
4508,5ta2
4509,5ta4
4510,5tb6
4511,5tbe
4512,5tbm
4513,5tcj
4514,5tcy
4515,5tef
4516,5tfx
4517,5th4
4518,5ti0
4519,5tmn
4520,5tp0
4521,5tpx
4522,5tt3
4523,5ttw
4524,5tuo
4525,5tuz
4526,5twj
4527,5txy
4528,5ty9
4529,5tya
4530,5u0d
4531,5u0e
4532,5u0f
4533,5u0g
4534,5u0w
4535,5u0y
4536,5u0z
4537,5u11
4538,5u12
4539,5u13
4540,5u14
4541,5u28
4542,5u49
4543,5u4b
4544,5u4d
4545,5u6j
4546,5u8c
4547,5ueu
4548,5uez
4549,5uf0
4550,5ufc
4551,5uff
4552,5ufp
4553,5ufr
4554,5ufs
4555,5uk8
4556,5ula
4557,5uln
4558,5ulp
4559,5ult
4560,5uoo
4561,5uov
4562,5upe
4563,5upf
4564,5upz
4565,5ut6
4566,5uv2
4567,5uxf
4568,5v0n
4569,5v79
4570,5v7a
4571,5v82
4572,5vb5
4573,5vb6
4574,5vb7
4575,5vc3
4576,5vc4
4577,5vcv
4578,5vcw
4579,5vcy
4580,5vcz
4581,5vd0
4582,5vd1
4583,5vd2
4584,5vd3
4585,5vgy
4586,5vi6
4587,5vih
4588,5vij
4589,5vkc
4590,5vo1
4591,5voj
4592,5vp9
4593,5vsf
4594,5vsj
4595,5w1e
4596,5wa8
4597,5wa9
4598,5wal
4599,5wbm
4600,5wbo
4601,5wcm
4602,5we9
4603,5wex
4604,5wl0
4605,5wlo
4606,5wp5
4607,5wqc
4608,5wuk
4609,5wxh
4610,5wyx
4611,5wyz
4612,5x54
4613,5x62
4614,5x74
4615,5xg5
4616,5yjm
4617,6ayi
4618,6b4l
4619,6b4n
4620,6b4u
4621,6b7a
4622,6b7b
4623,6b96
4624,6b97
4625,6b98
4626,6en5
4627,6ep4
4628,6eqp
4629,6equ
4630,6euw
4631,6eux
4632,6ezq
4633,1lor
4634,3d4z
4635,2qmj
4636,2x0y
4637,2j62
4638,2zxd
4639,2zwz
4640,2zx6
4641,4gid
4642,1n2v
4643,3huc
4644,1qi0
4645,3utu
4646,3kgp
4647,2xbv
4648,1loq
4649,2ymd
4650,1igj
4651,3n7a
4652,2xb8
4653,3i3b
4654,3muz
4655,3nox
4656,2obf
4657,2jdy
